modality,session,postid,discussion,parentid,sender,receiver,date,time,modified,subject,message,emoji,emoji_sender,,,,,,,wordcount,charcount
Sync,2,na,na,na,40519,63749,2023-09-28,0:02:51,na,na,"I also agree with the statement, but my first thoughts of it was more on teachers being able to facilitate learning and adapt to each student's ability to learn. Along the lines of like collecting information and the retention of information in the classrooms, as well as trying to prevent cognitive overload as the students are learning. Because once we do understand the internal processes of the student's minds, because each student is different, everyone is different and learns differently, once we're able to kind of understand what the abilities are of each person, we are able to better adapt for each person",,,,,,,,,,
Sync,2,na,na,na,60685,40519,2023-09-28,0:03:43,na,na,"That goes along with the other point that I wrote down to make sure I talked about. I said studying internal processes is important because it gives us insight into disabilities that can affect learning. It's also very similar to what you said, because that can be a very big hindrance if it's something that a student isn't displaying. But there's a problem lying internally that we can fix by looking in the internal processes.",,,,,,,,,,
Sync,2,na,na,na,59488,1,2023-09-28,0:04:16,na,na,"So it also provides a more comprehensive understanding of human behavior than behavioralism. It's a focus on the mental process, so it's better than a fix on the behaviors. So yeah. And also, point out the limitations of behaviorism's fix on observable behavior. And it's very important to concern mental process when we have education to learners.",,,,,,,,,,
Sync,2,na,na,na,19861,1,2023-09-28,0:05:13,na,na,"So I oppose the statement. I do agree that setting the internal process within the mind is important, but the statement says that learning can be ""best"" understood, and I think that no matter like how much you study the internal processes of the mind, it doesn't show what's necessarily going on in someone's environment. And I know a lot of students, even if they're considered smart, have something going on in their personal life, they're just not gonna be able to like, learn well and perform.",,,,,,,,,,
Sync,2,na,na,na,60685,19861,2023-09-28,0:05:53,na,na,"I definitely see where you're coming from. the blanket statements like ""best,"" or like ""always"" kind of make this stuff difficult. because there's so many factors that go in to learning and everything as a whole. the one thing that I guess I could say to counter that would be when there's influences elsewhere that are also affecting your students' ability to learn, maybe you could look at the cognitive processes of the parents, and that situation. what is going on to make that happen? I don't know that was a really good point. So I'm just kinda reaching here.",,,,,,,,,,
Sync,2,na,na,na,63749,60685,2023-09-28,0:06:36,na,na,"I kind of wanna just add on to what you're starting to say, 60685. I would say that understanding internal processes can maybe help to understand how the environment is impacting someone's behavior. So let's say, for example, the environment obviously does impact your behavior, but maybe understand different internal processes, to understand how you might take something that just happened to you and take into your short term memory. Or how you can take that information from environment, and it can go into your long-term memory. So it can maybe explain how some of the environmental factors go into your memory, and how you might also start making connections between things. And that could  help with like learning, I guess. Making connections.",,,,,,,,,,
Sync,2,na,na,na,59488,63749,2023-09-28,0:07:26,na,na,It also gave an approach to explain why the behaviour just happened. So I'll correct.,,,,,,,,,,
Sync,2,na,na,na,40519,63749,2023-09-28,0:07:38,na,na,"And to kind of bounce off of both of y'all... We can use the cognitive method of thinking and observing the mental process to really instill problem solving skills within people. Like if we are made aware of why these emotions are showing, we are able to better find ways to either express these emotions in a safe and equitable way, or work on ways to... I wouldn't say fix the emotions, but allow the emotions to be released and not just like kept in. Because, as 19861 was saying, which I can see that environmental factors do can have both negative and positive effects on a student. Once we're able to really understand why that's happening within the brain, we're able to better problem solve and react as needed to better support the students' learning.",,,,,,,,,,
Sync,2,na,na,na,40519,19861,2023-09-28,0:07:38,na,na,,,,,,,,,,,
Sync,2,na,na,na,19861,1,2023-09-28,0:08:55,na,na,"I just wanted to say that a lot of you guys are mentioning like emotional things and studying the cognitive processes, but I think it's important to also think about some things that are affecting students that aren't necessarily emotional. Things like being hungry, physical things that are happening. Even if you study the mind, I mean, that's just something that would just need to be fixed in general. So I would say the environmental factors are not always emotional.",,,,,,,,,,
Sync,2,na,na,na,1,na,2023-09-28,0:09:38,na,na,"Okay, shall I play 37229's statement? You all ready for that? Give me a second to share my screen so you can see her, she sent a video. Can you all see? See the video?",,,,,,,,,,
Sync,2,na,na,na,37229,1,2023-09-28,0:10:01,na,na,"Hi, everyone, my name is 37229. So studying the internal cognitive processes of learning is without a doubt valuable to our understanding of the acquisition and reception of knowledge. However, as educators and instructional designers, we need to step back from these cognitive intricacies and look at the complex ,multi-faceted picture of learning and the importance that the environment has on learners. So this involves heavily understanding the role of external factors and the environment on an individual learning journey. According to Gagné's nine events of instruction, external conditions of gaining attention, providing feedback and enhancing retention and transfer are all essential for effective learning. So this puts us into more of the learning environment and creating a safe and encouraging space for students and learners to effectively retain information. Also, in Chapter 5 of Driscoll, social learning theories emphasize supporting the notion that social and environmental factors are extremely important in the learning experience. And finally, learning is not always internally motivated, and in these situations external factors and motivators to encourage learning students and spark interest in your topic for new knowledge acquisition opportunities are sometimes needed. So we need to focus on the external factors and not get caught up in the internal processes of learning. So thank you.",,,,,,,,,,
Sync,2,na,na,na,19861,37229,2023-09-28,0:11:36,na,na,"I wanna piggyback off her statement. She talked about how you can learn about motivation and stuff. And I think that behaviors really allows you to, as a teacher, look at how you can motivate your classroom in different ways, whether that's through positive reinforcement, or anything else.",,,,,,,,,,
Sync,2,na,na,na,60685,19861,2023-09-28,0:12:02,na,na,"I agree. We also definitely need to recognize external factors. And that's something that both you and 37229 said in her video. but it also got me thinking while watching that. we're thinking a lot about in the classroom learning. Which is where a good chunk of our time and energy is probably gonna be going as LDT people. But I was thinking about how it could be applied to the 9 month old that I, nanny. And there's definitely a lot of stuff and learning that's going on for her on a daily basis. But it's not really what we think about traditional learning that a kindergartner would exhibit. So I think in her case there are definitely some observable learning moments are happening. Like when she's hitting a tool in a way that makes a sound, and stuff like that. But I would also say that a majority of her learning is just almost entirely internal processes. And it's very interesting. I just want to know what's happening inside her brain at all times. But also I could be wrong. That was just my thought.",,,,,,,,,,
Sync,2,na,na,na,60685,37229,2023-09-28,0:12:02,na,na,,,,,,,,,,,
Sync,2,na,na,na,40519,60685,2023-09-28,0:13:22,na,na,"Sorry. To kind of piggyback off of you, 60685, because I had very similar thoughts when I was making my notes. I took an exam today that was on... I think his name's Piaget, stages of cognitive development. There's a lot in information in his stages of development. But I do think that is a very critical piece of information when it does come to understanding, at least like human development. And once we're fully able to categorize like, ""oh, where is the nine-month-old in comparison to where we are in our lives?"" and understanding how best they learn. We can really be able to adapt learning to the best of our abilities for them.",,,,,,,,,,
Sync,2,na,na,na,63749,60685,2023-09-28,0:14:23,na,na,"I was going to go off of what you were both saying, and I was also just gonna mention the stages of cognitive development. I was also gonna mention that cause I was also just recently reading about that. But also a good point that I think 60685 made was that learning is not just in these formal situations that occur. So your environmental factors and external factors are always gonna be present, no matter where you are. So let's say, even in school there's external factors like your family, and other things like that, even like [incomprehensible], like other external factors that are relevant. So I was just gonna say that understanding the internal processes can help understand why certain things might be more relevant and might be like... long term memory, short term memory, how those things, how connections are made between external factors. And, let's say formal learning, but also not formal learning. If that kind of makes sense. It's like helping to make those connections between, like everything that goes on around you and the information taking things.",,,,,,,,,,
Sync,2,na,na,na,63749,40519,2023-09-28,0:14:23,na,na,,,,,,,,,,,
Sync,2,na,na,na,59488,1,2023-09-28,0:15:31,na,na,"I want to give two examples to support my statement. So first is my son. He is 6 years old, but he's the youngest in the classroom. And 2 days ago the teacher told me his behavior is very bad. So the the teacher tried to make him listen, but it doesn't work. So we explain the teacher about his age and his learning levels. And then the teacher makes sense. The teacher knows, oh, the the boy is the youngest one in the classroom. So he will take care of it, and then use some cognitive cognitive theory to to learn his behavior. So I think you, you just see the behavior theory, maybe you cannot explain some information to know the real things. And the second example I want to give you is machine learning. So we know all the information process, how to how to process the information, how we organize the information. And then our people create machine learning, and also what you'll say to to the AI. So I think it also uses the cognitive theory to develop and explore this emerging technologies. So it's not a behavior.",,,,,,,,,,
Sync,2,na,na,na,60685,59488,2023-09-28,0:17:12,na,na,"I think she made a good point. This also made me realize I probably misspoke earlier. When you're explaining that, like the behavior was the thing that like caught the teacher's attention, and you were able to like explain it,  the cognitive reason why, I think I might have come off like too strong on badmouthing behaviorism as a whole. Because I think the behaviors like that we see are definitely important indicators that we need to keep in mind when talking about learning, and how like kids learn. And they're just flags that like come up, like ""oh, if this happens, that's our cue"" to investigate what could be going on internally to make this thing happen.",,,,,,,,,,
Sync,2,na,na,na,19861,60685,2023-09-28,0:18:04,na,na,"I think that by monitoring students behavior, that teachers are able to change certain behaviors how they want to. And they're also able to make tweaks and changes for each student's individual needs. So if you see a student struggling in a certain subject, spending more time with them. Or if you see a kid frustrated all the time, it might be an indicator that they need moreone on one help. So I think like behaviorism can sometimes be like a more immediate way for you to see an issue with a student, and that might be a first indicator. And then you could go more into the internal processes. But I don't think that teachers are noticing things because of internal processes. I think that the first sign of like a red flag, that there's something wrong with the student is their behavior, and then the internal processes would come after.",,,,,,,,,,
Sync,2,na,na,na,1,na,2023-09-28,0:19:14,na,na,"So since 19861 is here by herself, I will raise a question. What if you have to teach somebody a skill? What happens in that situation like you want someone to ride a bicycle like a psycho motor skill. Can you still understand it by the internal processes within the mind? And I'll stop there. You know, there's like knowledge skills, right? Different type of learning outcomes. So what are your thoughts?",,,,,,,,,,
Sync,2,na,na,na,60685,1,2023-09-28,0:19:56,na,na,"I think that's where we would definitely use the physical behaviors, like observable stuff, to go off of. And then if there's a persistent problem, like a child not being able to learn how to ride a bike, kind of like how we said earlier, that would be the cue to go in and look and compare. Is this a developmentally appropriate thing for this child to be doing or doesn't match up? Like Piaget or Vygotsky, their stages, and when they think that kids should be able to be doing things and prompt that, I don't know, deep dive into the cognitive stuff. Or if the kid is presenting or saying things that might want you to believe that there could be a cognitive disconnect happening in the process of you teaching it. And that's when we could also look into it, reference more  what cognitive hindrances could be preventing themselves when you're trying to teach a physical skill.",,,,,,,,,,
Sync,2,na,na,na,40519,60685,2023-09-28,0:21:11,na,na,"One thing that I was thinking as you were talking, 60685, about trying to teach someone a cognitive skill and having a cognitive dissonance. While observing the external behaviors is usually the first sign that we see of something that's not quite right, the reason why we are able to address that is because we do understand a lot of the internal processes that people have, especially if they have learning disabilities. Like I struggle with dysgraphia, that's dyslexia for math, and growing up trying to teach that I didn't know I had that till middle school until one of my teachers, who also struggled with it, was able to recognize and sit down with me and talk to me about what I was saying versus what other students were saying. So, having people who do understand the internal processes, to also be able to see the external processes is really important when trying to teach students who need the extra help. And I think that's that was an important kind of add-on to your statement.",,,,,,,,,,
Sync,2,na,na,na,19861,40519,2023-09-28,0:22:39,na,na,"I do agree wth your statement a lot. But I think that, like I said before, a lot of times those type of learning hindrances, like people like that have ADHD, for instance, a lot of times alarm bells go up first because of how teachers are watching their students. So if there's a kid that's talking excessively they might have something like ADHD, or they can't sit in their seat and stuff. So that's why I think it's important to watch behaviors. But then I also do think it's important to then later on get the child help from maybe a professional or whatever, like if it's a speech therapist, for instance. But that's why I do think behavior is so important, beause I feel like behavior a lot of the times helps those types of learning hindrances get the appropriate care that they need.",,,,,,,,,,
Sync,2,na,na,na,60685,19861,2023-09-28,0:23:39,na,na,"They're definitely, very closely related. We couldn't have one without the other. And then your statement kind of made me think of it as like behavior is  how cognitive or internal processes like, speak to other people. I don't know if that makes any sense. That's just how I kind of make sense of it.",,,,,,,,,,
Sync,2,na,na,na,19861,60685,2023-09-28,0:24:00,na,na,"Yeah, like how it shows up to other people.",,,,,,,,,,
Sync,2,na,na,na,63749,1,2023-09-28,0:24:06,na,na,"I would just like to add on to the initial question. I think that understanding some of the processes behind learning has kind of influenced how teachers, just individuals in general, had developed strategies for enhancing learning. And how making strategies for learning and encoding things into memory. Because I know in one of the chapters of the book, it talked about trying to get information from sensory memory, and then to turn it into working memory and finally making it to long-term memory. And it mentioned some of the techniques and strategies had been developed based on information and learning that we have made in terms of cognitive learning. Those are some of the techniques that have been developed. So, for example, things like chunking information and mnemonics are things that we have found that could be helpful for attaining certain information. And that's based on cognitive learning theory and what has been learned from that. And also things even like taking notes down, like your own words and people say don't just copy things. That's a technique that has been developed based on cognitive learning theory. And the idea that it might help you to encode information into your mind, and might help make things more connected in your mind and make easy to learn, you know, memorize. So I think some of the learning theories we saw to help develop strategies for learning.",,,,,,,,,,
Sync,2,na,na,na,19861,59488,2023-09-28,0:25:42,na,na,"I just kind of note that. Oh, go ahead.",,,,,,,,,,
Sync,2,na,na,na,59488,1,2023-09-28,0:25:44,na,na,"Oh, I want to just do one point about the ride a bike. So and first away we saw our parents to ride a bike, and then the children tried. And I want to say, sometimes just select attention. So it's from the congratulations to them. So  the children maybe try, but it fails. So he don't want to try, the behavior just stops. We just teach to their ability. He wants to try and then have your child game to ride a bike. So I think at that point behavior is important, but the rest to learn a process is much more important than behavior.",,,,,,,,,,
Sync,2,na,na,na,19861,1,2023-09-28,0:26:44,na,na,"So I just wanted to note that a way that teachers can manipulate... not... that's probably bad word, but how they can influence their students to do certain things is by modeling it themselves. So a lot of times, obviously if teachers... let's say you're doing a lab, and science or something. The teacher shows you how to do it first and then the students follow and do the same thing. But also, teachers being a good role model, establishing behavioral expectations. If they see their teacher doing it then they're going to act in similar ways, or they're going to solve the problem in a similar way, or they're going to do the model in a similar way. So I think that's one way that behaviorism is really helpful for teachers. They model the the behavior that they want their students to follow.",,,,,,,,,,
Sync,2,na,na,na,60685,19861,2023-09-28,0:27:37,na,na,"I think that's definitely super important. I remember in elementary school, when we were doing a craft or really anything besides just a worksheet, the teacher would always have a pre-made version so we could see what it looks like. And watching them do it step by step, is also very helpful. And again, I think it goes hand in hand with... that's equally as important as like the verbal instructions that they're giving throughout the activity or craft, or whatever it is.",,,,,,,,,,
Sync,2,na,na,na,1,na,2023-09-28,0:28:12,na,na,"So I want to wanted to ask do any of you have any responses for 37229. you know we didn't talk about her video. So she talked about Gagné, right? She talked about feedback. She talked about several steps in the 9 events. Do any of you have... transfer, retention, she talked about that.",,,,,,,,,,
Sync,2,na,na,na,40519,37229,2023-09-28,0:28:38,na,na,"I did have a point on retention that I was going to try and throw in there, but the conversation was flowing. I believe I was gonna bounce off 19861 that especially for younger students with the teacher modeling their behavior, and even like subconscious behaviour. students are able to at least observe that, and work that into their short-term memory, that can eventually, with enough repetition, go back into their long-term memory. and based on different events that happen, by the show of behaviours, the students are able to... there's a key event, so to say, within the behavior, within the action, that really sticks with the student. and from that, they are able to retrieve that memory. for example, my niece is 3 years old, and she is just now on the soccer team, and all the kids are like 5 years old and older. so she is the youngest and the smallest, but she's kicking butt. but she's still really, really young, and she's still learning everything. But she watches the older kids as they are at their soccer practice, and watches them like ""Oh, if I kick with my left leg instead of my right leg. the ball will go this way or that way. Or if I kick too high on the ball, I'll slip and fall."" And I've been watching her, and trying to talk to a three year old about what she's observing. and she's kind of starting to understand, and has been using examples from her practice to say why she shouldn't do x, y, and z, or why she should do a, b, c, in different circumstances. And I'm really proud of her because she's pulling from examples from one or two practices ago. And so that also kind of goes into Piaget's cognitive stage that she's in. But I definitely think that retrieval is... yeah, I just lost my thought. But yeah, whole spiel.",,,,,,,,,,
Sync,2,na,na,na,40519,19861,2023-09-28,0:28:38,na,na,,,,,,,,,,,
Sync,2,na,na,na,19861,40519,2023-09-28,0:31:19,na,na,"I think that like, that can also go into like constructivism a little bit, because like she's taking like past experiences, and like changing it, based off her prior knowledge.",,,,,,,,,,
Sync,2,na,na,na,60685,40519,2023-09-28,0:31:40,na,na,"Alright, also the 9 month old that I watch has a 4 year old, sister. and it's kind of like a similar experience that I had when I picked her up from school. I'm like, ""Oh, what did you learn today? what did you do?"" Or ""who had show and tell?"" Like little, tiny questions for what she tells me about what she did in dance class the week before. It's just so cool to watch her do the retrieval process, and it's interesting to see what events and things actually stick in there. It's mostly things that we wouldn't think of being that important. But that's just another interesting thing. Like her mental process of what goes through sensory memory, either makes it to short term, working memory, goes into like long term, and what she's able to bring back from there. The things that she continues to think about, the important stuff to her that makes it to long term memory that she can remember to tell me, later in the day or next week, or whatever. And that's school.",,,,,,,,,,
Sync,2,na,na,na,1,na,2023-09-28,0:33:00,na,na,"I guess all of you have made your points. Should we wrap it up? So I like how 60685 said ""somewhere in between."" Both are important, right? In different phases, when you're learning. I think all these theories are there to serve a purpose, and they're not mutually exclusive from each other. Right? Let's conclude with that, because next week you're going to go into constructivism, which is all the more important, too, right? And then we'll be learning a few additional theories in the coming weeks. I hope you all enjoyed the discussion. I enjoyed listening to you all. I hope you enjoyed the reading, and this is a different form of debating. But hope you all enjoyed it. Okay, let me pause the recording.",,,,,,,,,,
Sync essay,na,na,na,na,85767,na,na,na,na,na,"As someone holding an opposing position during the debate, I noticed that many people on the opposing side had hangups with the word ‘best’ being used in the prompt. In agreement with the opposing cohort, I also have a hard time holding a supportive stance on the argument solely on that word. It is difficult to say any one method is the best when working with individuals. I think it was difficult for the supporting side to overcome the wording in the statement and therefore I think the opposing side had more to work with in the argument. As I stated, self reporting a learning process can be very difficult, even when you are able to articulate ideas and feelings well. Not everyone would describe similar learning experiences the same way, even if they shared the same positive learning outcomes. Assessing self reported data about how people learn seems to be difficult and could ultimately skew the data when discovering which internal processes were being triggered during an activity. Even though we can map various learning hierarchies and structures and apply them to how we plan for students, they might not always work. It is important to recognize that even though learning patterns can be found, all learners bring unique needs and learning characteristics to the table. We cannot function under the notion that everyone learns the same way or would use the same internal processes to learn and grow. Finally, environmental factors such as hunger or a headache can trump the best lesson, planned with the internal processes in mind. Bloom’s teaches us that if our core needs are not met then we can not learn. With the exception of one member of the team, I believe the supporting side of the argument underestimated environmental impacts on learning and did not address this factor in their arguments strongly. Our physical and internal environments will often trump internal processes. Our environments strongly determine the outcomes of learning and ability to retain information, regardless of the quality of instruction.    ",,,,,,,,,,
Sync essay,na,na,na,na,5259,na,na,na,na,na,"The debate as to whether learning is best understood by studying the internal processes within the mind was very persuasive amongst both the support and opposing sides while building great rapport. The two sides of the debate both brought valuable, compelling arguments that were supported by facts, examples, and personal experience. The main argument made by the supporting side is that studying the internal processes within the mind provides great insight into how a student’s memory, attention, and problem solving skills affect the way they learn. From this information, learning experiences can be tailored by the instructor to meet the needs of the learner. Strategies have also been developed to enhance lessons. A common context mentioned by the support side was teaching children how to read. For example, 43179 is an ELA tutor and when students get stuck, she provides them with context clues. This teaches learners how to use what they already know to better understand the new information being presented to them. This encourages learners to take an active role in their learning by being a critical problem solver. The use of context clues in elementary education was developed based on the research regarding how children store and process information. In addition, if instructors can understand the short- and long-term memory of learners, they can design their lessons to meet those needs. The two main arguments made by the opposing side was that describing studying internal processes as the “best” method is too specific because it fails to consider how multifaceted learning is, and that external factors need to be considered to understand the learning process. Simply studying internal processes is not a holistic approach. In order to get a well-rounded understanding of learning, external factors must be considered. Analyzing how both internal processes and external factors work together takes into account everything that impacts the learning process. Solely studying the internal processes within the mind is limiting because every mind is unique and we all do not operate in the same schema, so not every technique will work with all learners. The context surrounding the learning process is crucial in understanding learning. For example, someone may have difficulty learning if they are having a bad day or have a medical diagnosis. 50400 is a trainer and developed a course where the data analytics showed learners were not engaged with the content. It turns out that there was a meeting those learners had gone to earlier in the day that did not go well. As a result, the learners were not as engaged in the content because they were still distracted by the events of the earlier meeting. External factors were taken into account for low engagement scores, which is something solely studying internal processes would not have considered. Both the support and opposing sides presented convincing information that was highly detailed and well-thought out. One important observation to note is that the support side had four people versus seven people on the opposing side. The opposing side had an advantage over the other side by having more people. As a result, the opposing side was able to provide more examples and personal accounts that further supported their argument. The strongest argument made on the support side was by 43179. I appreciated how they brought references into the argument to make it more credible. For example, 43179 used a research study from Cornerstone University and cited pages in the textbook, which was helpful because I could follow along better. The strongest argument made on the opposing side was by 85767. It stuck out to me when they said “you can’t learn if you have a toothache...” This phrase can be applied to any situation such as being sick, a lack of s35382p, or just getting into an argument with your best friend. 85767 continued, “...it does not matter how organized your brain is, it can affect how you learn.” This phrase resonates with everyone because when you are experiencing an adverse situation, your mind is not clear, so you are not at an optimal level to learn the most effectively. Since everyone can relate to this, it is a more impactful statement in support of the opposing side. While the arguments made were very strong, there was one that I eliminated from consideration when coming to my final conclusion on the debate. One argument on the support side was that grabbing the attention of learners can only be done through understanding internal processes. However, you can grab the learners attention through multimodal learning experiences. Students get to decide how they learn the material through a variety of options given to them, which caters to all the learning styles. Based on all the evidence gathered from both sides of the debate, my final stance is that I disagree with the statement “learning can be best understood by studying the internal processes within the mind.” This is because the term “best” signifies that this lens of understanding learning tells us the most information about the learning process. However, looking into the internal processes of the mind is just one of many ways to understand the learning process. It is crucial to consider the limitless amount of external factors that can impact learning.",,,,,,,,,,
Sync essay,na,na,na,na,60407,na,na,na,na,na,"The synchronous debate on Thursday evening was definitely interesting and there were quite a few points initiated around the notion that “learning can be best understood by studying the internal processes of the mind.” Though I was on the affirmative side for the debate, I agree with many of the folks on the opposition, who stated the term “best” was somewhat problematic in this context. While most researchers and educators would agree that studying the internal processes of the mind is important, it is difficult to isolate a singular theory that is the “best” to use in exclusion of all other theories. It seemed there were quite a few folks supporting the negative position on the topic. Most of the arguments against a cognitivist approach centered on the need for blended perspectives which make room for multiple theories of learning. They also relied heavily on the notion that environmental factors play a pivotal role in cognition and should not be dismissed. However, cognitivists make room for that idea, calling these factors “inputs” which might alter the processes of learning.  Though some on the negative side mentioned earlier studies of Blooms, they did not reference Maslow and the hierarchy of needs, which cognitivists also consider in their analysis. One point I did not have time to make in the debate was around the idea of learning design creation and the actual process of cognition. In my reading of the prompt, the emphasis was on understanding the processes the learner goes through when making meaning or learning new material, but many of the arguments made were about learner engagement and “hooking” the learner. Overall, I feel cognitive theories of learning are deeply illuminating, giving researchers empirical evidence on the scientific processes behind cognition. However, a blended approach to understanding learning makes sense in light of the multitude of processes which happen during the learning process.",,,,,,,,,,
Sync essay,na,na,na,na,49753,na,na,na,na,na,"My viewpoint on the best way to understand learning has shifted after hearing the arguments presented at the debate. Originally, I was arguing in support of internal processes being the best way to understand learning. My final position on the debate is that I disagree that learning can be best understood by studying the internal processes of the mind because external factors are equally necessary for understanding how students learn. The opposition presented more arguments in support of their side. There were eight people arguing in opposition, and four people arguing in support of internal processes. While there were multiple arguments made, the two main arguments were about whether internal or external factors were better for understanding learning. I think that 8036   and 60407 Wilson had the strongest arguments because they both seemed well prepared and knowledgeable of the positions they argued. They were both also able to use evidence and personal experiences to support their arguments. I think that the weaker arguments were ones that focused more on than language of the statement rather than whether or not internal processes were most effective to understand learning. I think that the arguments that only focused on the wording of the statement should be dismissed because they did not focus on the main point of the debate. Overall, I think that more people on the opposing side had stronger arguments due to their use of evidence and personal examples to support their answers. My final conclusion is that learning is best understood by looking at external factors and internal processes. I weighed the arguments of the debate to arrive at my conclusion by listening to the examples and evidence shared by my peers. Hearing the arguments presented by my peers on the opposing side really made me think about how deeply external factors impact my students’ learning. As I listened to their arguments, and reflected on my own personal experience in the classroom, I came to the conclusion that understanding external factors has always allowed me to help my students more than only understanding the internal processes of the mind. Therefore, I conclude that learning is best understood by evaluating both internal and external factors.  ",,,,,,,,,,
Sync essay,na,na,na,na,47520,na,na,na,na,na,"Our conversation moved quickly and fluidly, so I am not sure exactly how many points were made on each side, but I do know that almost everyone made at least two comments. This was a very interesting argument because of the absolute word, best. Obviously, there were probably people from both sides who did not fully agree with what they were arguing for, but everyone seemed to agree that the word best is what threw them off the most. Yes, we can argue until our ears are hot about what we think is best, but it is simply an opinion. Research does not show one study to overpower any of the others; cognition, behaviorism and constructivism are important for their own reasons and equally valued in the field. One of my favorite arguments made on the supporting side was that cognition was a way for us to learn more about each other and our students no matter what their age may be. I also love how the opposing side consistently brought up external factors. I think the weakest argument was when I tried to link my ADHD and parents divorce to the topic. I tripped up on my words and was unable to explain the entirety of how that impacted me in the classroom, which were just common attributes of my ADHD so they were dismissed. Instead of my teacher looking into the function of my behavior, she made assumptions based on what she thought she knew about my neurodivergence.",,,,,,,,,,
Sync essay,na,na,na,na,50400,na,na,na,na,na,"The main issue with the prompt was the word best. As Dr. Martin pointed out in her debate wrap-up, there is no one best way to understand learning. That’s why there are so many theories that do not compete but rather work together for different scenarios. Behavioral and Cognitive theories both have places in learning environments. Discussions of Neurodivergence Shined in the Debate These discussions were the highlight of our debate for me. Getting to hear real-life scenarios brought the words in our textbook to life. I wish we could have spent another hour listening to 49753, 8036, and 60407 give their points of view. 49753 opened up about her struggles with ADHD and how teachers in elementary school mistook her ADHD as causing impediments to her learning when in actuality, she was struggling with a personal problem. This example was unique, and I was happy she shared it. 8036 and 60407 both had strong arguments centered around neurodivergent students, but their points of view were on opposite ends. 8036, who opposed the statement, explained that one of her students with Autism reacted favorably to changes she made in the classroom environment to fit the child’s needs. 60407, who supported the statement, explained that she has close ties with family members on the spectrum and that sometimes their thought process can be highly complex and not replicable from person to person. She maintained that studying the internal thought process would help people who can’t advocate for themselves. Textbook Material Hampered the Debate: The only times I thought anyone had weak arguments was when they were directly reading from the book while failing to give their own experiences or examples.",,,,,,,,,,
Sync essay,na,na,na,na,35382,na,na,na,na,na,"There were many arguments on both sides, but both sides did seem to settle on only two distinct arguments. Those who supported the prompt mostly talked about how each individual's capacity for learning was best understood by taking a closer look at their mind's internal process. Those who opposed the prompt were focused on its exactness and superlative nature.  The opposing argument was intent on describing that studying the mind's internal process was the best method for understanding learning only when every other external factor was removed from the equation. As it was during last week's debate, picking one, and only one, side to support and defend is an impossible task. Additionally, personal anecdotes should never be considered evidence in a debate. There was a short foray into the realm of autism and other neurodivergent aspects. As much as the supporters thought that the study of those individuals helped further their stances, I believe it ultimately was not successful in trying to prove the prompt. Their defense of supporting that learning can be best understood by studying the mind needed a couple of other phrases added to the prompt to make it work. There is no singular method that can be the best method for understanding learning, all the methods need to be used in conjunction to best understand how learning happens.",,,,,,,,,,
Sync essay,na,na,na,na,67222,na,na,na,na,na,"After the Zoom debate and hearing my peers’ viewpoints on the argument I would say that I am pretty neutral toward the statement “Learning can be best understood by studying the internal processes within the mind.” I felt pretty neutral towards the statement even before the debate and felt like there were good arguments for both sides. After the Zoom debate, I felt even more that each side had a very strong argument. I even found myself agreeing at times with the individuals debating against me. Looking back at the debate as a whole I feel as though the statement needs to be reworked. If we were to say something along the lines of “learning can be understood by studying the internal processes of the mind and the external factors at play that may impact learning” would be a better statement that both sides could agree on. The issues surrounding the initial statement had to do with the fact that the word “best” was used. There really is no best way to optimize learning but studying the internal processes of the brain is a good way to learn more about how the brain retains information. I think most everyone agreed with the statement to some extent, but not fully which is where the disconnect came in.",,,,,,,,,,
Sync essay,na,na,na,na,43179,na,na,na,na,na,"Is studying the biological and neural processes of the brain the best way to understand how people learn? Arguably, it is one beneficial way to research how to optimize academics and training; it is not the only productive way to assist students and workers in the acclimation and acquisition of information. Learning is a complex subject that is more easily understood by studying observable behavior. It is a weak critique to suggest that internal processes are unnecessary to address because it is not visually recognized. In the 21st century, we have MRI Scans and Brain-Computer Interfaces (BCI) to establish how the brain processes look and operate independently from outside interference. However, it is helpful to research the internal context that underlines or constructs these actions. The brain is a physical organ with biological capabilities that help us function efficiently as a species. But does everyone's body operate at the same capacity and present all the potential abilities? Cognitivism is the epistemology that aims to discover how the brain stores, processes and responds to data. Natural processes like maturation play a role in understanding what is appropriate to teach someone. Behaviorism is a learning theory that explores how behavior alters by interacting with the environment. Vygotsky suggests that learning is often socially influenced, and a skilled adult can help learners advance beyond their biologically influenced limits within the developmental process (for example, teaching critical thinking to concrete-operational children who are not naturally capable of abstract thinking). Some arguments against cognitivism are that exclusively considering the internal process determines how we learn and isolates people who are neurally divergent or raised in an environment where they did not receive the necessary love and guidance from their parents to reach their full potential academically or socially. If a student or adult trainee has a fixed mindset about themselves, the basis for this low opinion of themselves usually is not intrinsically based; their environment and interactions within it likely led them to these negative conclusions of their cognitive abilities. A defense of cognitivism is that this approach to teaching and training focuses on the process and less on the outcome. The teacher facilitates the learning and guides the learner to direct their instruction. Contrarily, behaviorism puts its ownness on the instructor to tell people what behaviors are acceptable and unacceptable based on reinforcements and punishments. If the teacher believes that her students should be quiet and listen, she might punish those who seek to share their opinions and perspectives and reward those who suppress their contrary views and those entirely subject to their approval. Understanding a person engaged in the learning process at school or work entails addressing their biological capacities and constraints without completely overlooking the necessity of influence, such as scaffolding or a more experienced role model committed to improving a learner's outcome.",,,,,,,,,,
